WORD,VALIDITY,TYPE,BLOCK,SUBBLOCK
reatily,non_word,english,C,2
cantract,non_word,english,C,2
druvex,non_word,english,C,2
franx,non_word,english,C,2
avrage,non_word,english,C,2
sience,non_word,english,C,2
varieus,non_word,english,C,2
blumptor,non_word,english,C,2
takingg,non_word,english,C,2
rhows,non_word,english,C,2
takling,non_word,english,C,2
milone,non_word,english,C,2
flenvor,non_word,english,C,2
functune,non_word,english,C,2
subjekt,non_word,english,C,2
ceenter,non_word,english,C,2
komment,non_word,english,C,2
umbrela,non_word,english,C,2
smape,non_word,english,C,2
snerkle,non_word,english,C,2
kelling,non_word,english,C,2
brak,non_word,english,C,2
thrunge,non_word,english,C,2
perfet,non_word,english,C,2
frindol,non_word,english,C,2
nuite,non_word,english,C,2
hawing,non_word,english,C,2
flarve,non_word,english,C,2
parrts,non_word,english,C,2
chroft,non_word,english,C,2
musik,non_word,english,C,2
fount,non_word,english,C,2
flerm,non_word,english,C,2
cald,non_word,english,C,2
blarn,non_word,english,C,2
guass,non_word,english,C,2
huose,non_word,english,C,2
squimble,non_word,english,C,2
drantle,non_word,english,C,2
contrel,non_word,english,C,2
frond,non_word,english,C,2
fimal,non_word,english,C,2
laterr,non_word,english,C,2
nanes,non_word,english,C,2
कलह ,word,hindi,C,3
दमकल ,word,hindi,C,3
इसपर ,word,hindi,C,3
उतर ,word,hindi,C,3
उतरकर ,word,hindi,C,3
अहम ,word,hindi,C,3
वजन ,word,hindi,C,3
नकल ,word,hindi,C,3
झड़प ,word,hindi,C,3
सबक ,word,hindi,C,3
जहर ,word,hindi,C,3
बनकर ,word,hindi,C,3
नगर ,word,hindi,C,3
नमन ,word,hindi,C,3
बदतर ,word,hindi,C,3
उपज ,word,hindi,C,3
उठकर ,word,hindi,C,3
शपथ ,word,hindi,C,3
हवन ,word,hindi,C,3
भरकर ,word,hindi,C,3
अपहरण ,word,hindi,C,3
चयन ,word,hindi,C,3
गहन ,word,hindi,C,3
जमकर ,word,hindi,C,3
जगत ,word,hindi,C,3
बगल ,word,hindi,C,3
तरस ,word,hindi,C,3
भगत ,word,hindi,C,3
उलझ ,word,hindi,C,3
श्रम ,word,hindi,C,3
आदत ,word,hindi,C,3
कमर ,word,hindi,C,3
अवसर ,word,hindi,C,3
दलदल ,word,hindi,C,3
कलम ,word,hindi,C,3
चरण ,word,hindi,C,3
बारह ,word,hindi,C,3
सलाहकार ,word,hindi,C,3
प्रदान ,word,hindi,C,3
प्रतिदिन ,word,hindi,C,3
माफिया ,word,hindi,C,3
नागरिक ,word,hindi,C,3
तैयार ,word,hindi,C,3
चादर ,word,hindi,C,3
समर्थक ,word,hindi,C,3
गुलशन ,word,hindi,C,3
तालाब ,word,hindi,C,3
पार्वती ,word,hindi,C,3
अथवा ,word,hindi,C,3
अनंत ,word,hindi,C,3
झोपड़ी ,word,hindi,C,3
पाठक ,word,hindi,C,3
जनजाति ,word,hindi,C,3
जगतार ,word,hindi,C,3
हालात ,word,hindi,C,3
दौरान ,word,hindi,C,3
गरीबी ,word,hindi,C,3
विरोध ,word,hindi,C,3
समुदाय ,word,hindi,C,3
मौजूद ,word,hindi,C,3
नायक ,word,hindi,C,3
भाईचारा ,word,hindi,C,3
मासिक ,word,hindi,C,3
वार्षिक ,word,hindi,C,3
कार्यालय ,word,hindi,C,3
गौरतलब ,word,hindi,C,3
पसंद ,word,hindi,C,3
मिसाल ,word,hindi,C,3
अदालत ,word,hindi,C,3
सार्थक ,word,hindi,C,3
सुरक्षित ,word,hindi,C,3
बादल ,word,hindi,C,3
रुपए ,word,hindi,C,3
रक्त ,word,hindi,C,3
जलस्तर ,word,hindi,C,3
ध्वस्त ,word,hindi,C,3
अवश्य ,word,hindi,C,3
व्यस्त ,word,hindi,C,3
उपलक्ष्य ,word,hindi,C,3
स्वस्थ ,word,hindi,C,3
नष्ट ,word,hindi,C,3
समस्त ,word,hindi,C,3
लक्ष्मण ,word,hindi,C,3
अक्सर ,word,hindi,C,3
उत्पन्न ,word,hindi,C,3
पत्थर ,word,hindi,C,3
स्व ,word,hindi,C,3
दफ्तर ,word,hindi,C,3
स्वच्छ ,word,hindi,C,3
महत्व ,word,hindi,C,3
स्पष्ट ,word,hindi,C,3
सख्त ,word,hindi,C,3
जब्त ,word,hindi,C,3
जन्म ,word,hindi,C,3
वक्त ,word,hindi,C,3
मरम्मत ,word,hindi,C,3
खत्म ,word,hindi,C,3
आवश्यक ,word,hindi,C,3
अगस्त ,word,hindi,C,3
व्यक्त ,word,hindi,C,3
टक्कर ,word,hindi,C,3
उपलब्ध ,word,hindi,C,3
स्तर ,word,hindi,C,3
जल्द ,word,hindi,C,3
उक्त ,word,hindi,C,3
सदस्य ,word,hindi,C,3
अध्यक्ष ,word,hindi,C,3
अन्य ,word,hindi,C,3
जागृति ,word,hindi,C,3
प्रदेश ,word,hindi,C,3
परिजन ,word,hindi,C,3
देवर ,word,hindi,C,3
चाहिए ,word,hindi,C,3
शीतल ,word,hindi,C,3
आतंकवाद ,word,hindi,C,3
अंधेरे ,word,hindi,C,3
बातचीत ,word,hindi,C,3
दैनिक ,word,hindi,C,3
मंजूर ,word,hindi,C,3
कंबल ,word,hindi,C,3
शरीर ,word,hindi,C,3
सवार ,word,hindi,C,3
शिकार ,word,hindi,C,3
शासन ,word,hindi,C,3
बाहर ,word,hindi,C,3
सबके ,word,hindi,C,3
वाहन ,word,hindi,C,3
प्रतिवर्ष ,word,hindi,C,3
नाराजगी ,word,hindi,C,3
हवाई ,word,hindi,C,3
मुहैया ,word,hindi,C,3
नगरी ,word,hindi,C,3
लिखित ,word,hindi,C,3
राहत ,word,hindi,C,3
निबंध ,word,hindi,C,3
कैलाश ,word,hindi,C,3
चालक ,word,hindi,C,3
हमने ,word,hindi,C,3
आंकड़ा ,word,hindi,C,3
निकेतन ,word,hindi,C,3
प्रमाण ,word,hindi,C,3
तुलसी ,word,hindi,C,3
महानगर ,word,hindi,C,3
एकजुट ,word,hindi,C,3
कहर ,word,hindi,C,3
वचन ,word,hindi,C,3
शरण ,word,hindi,C,3
मतलब ,word,hindi,C,3
भगदड़ ,word,hindi,C,3
महज ,word,hindi,C,3
कलश ,word,hindi,C,3
लटक ,word,hindi,C,3
अबतक ,word,hindi,C,3
अलग ,word,hindi,C,3
लथपथ ,word,hindi,C,3
अभय ,word,hindi,C,3
नगद ,word,hindi,C,3
गठन ,word,hindi,C,3
नजर ,word,hindi,C,3
अमर ,word,hindi,C,3
एकल ,word,hindi,C,3
मटर ,word,hindi,C,3
पहन ,word,hindi,C,3
कमल ,word,hindi,C,3
उदय ,word,hindi,C,3
कदर ,word,hindi,C,3
मदद ,word,hindi,C,3
असफल ,word,hindi,C,3
हरकत ,word,hindi,C,3
पहल ,word,hindi,C,3
दरअसल ,word,hindi,C,3
उमस ,word,hindi,C,3
बचत ,word,hindi,C,3
आरक्षण ,word,hindi,C,3
वतन ,word,hindi,C,3
बजकर ,word,hindi,C,3
आदर ,word,hindi,C,3
तरह ,word,hindi,C,3
फसल ,word,hindi,C,3
महल ,word,hindi,C,3
भड़क ,word,hindi,C,3
सदन ,word,hindi,C,3
चन्द ,word,hindi,C,3
अन्न ,word,hindi,C,3
जख्म ,word,hindi,C,3
शक्ल ,word,hindi,C,3
उन्नत ,word,hindi,C,3
कष्ट ,word,hindi,C,3
रहस्यमय ,word,hindi,C,3
तख्त ,word,hindi,C,3
मक्खन ,word,hindi,C,3
आनन्द ,word,hindi,C,3
दस्त ,word,hindi,C,3
उच्चतर ,word,hindi,C,3
मध्यम ,word,hindi,C,3
अस्त ,word,hindi,C,3
उज्जवल ,word,hindi,C,3
ध्वज ,word,hindi,C,3
कत्ल ,word,hindi,C,3
छप्पर ,word,hindi,C,3
शख्स ,word,hindi,C,3
स्वर ,word,hindi,C,3
तथ्य ,word,hindi,C,3
खण्ड ,word,hindi,C,3
मच्छर ,word,hindi,C,3
रस्म ,word,hindi,C,3
रद्द ,word,hindi,C,3
वस्त्र ,word,hindi,C,3
सशक्त ,word,hindi,C,3
दस्तक ,word,hindi,C,3
तत्व ,word,hindi,C,3
जबरदस्त ,word,hindi,C,3
जश्न ,word,hindi,C,3
सम्भल ,word,hindi,C,3
अध्ययन ,word,hindi,C,3
वजह ,word,hindi,C,3
अनशन ,word,hindi,C,3
आगमन ,word,hindi,C,3
जबरन ,word,hindi,C,3
तलब ,word,hindi,C,3
रहकर ,word,hindi,C,3
दहन ,word,hindi,C,3
कसर ,word,hindi,C,3
रक्षक ,word,hindi,C,3
हलचल ,word,hindi,C,3
दहशत ,word,hindi,C,3
महक ,word,hindi,C,3
अवगत ,word,hindi,C,3
उसपर ,word,hindi,C,3
पठन ,word,hindi,C,3
नयन ,word,hindi,C,3
सहमत ,word,hindi,C,3
आजकल ,word,hindi,C,3
दशक ,word,hindi,C,3
सहज ,word,hindi,C,3
एकत्र ,word,hindi,C,3
सहन ,word,hindi,C,3
पदक ,word,hindi,C,3
गरम ,word,hindi,C,3
बदलकर ,word,hindi,C,3
उपकरण ,word,hindi,C,3
आचरण ,word,hindi,C,3
पकड़ ,word,hindi,C,3
लहर ,word,hindi,C,3
असर ,word,hindi,C,3
खपत ,word,hindi,C,3
आपस ,word,hindi,C,3
अटल ,word,hindi,C,3
नहर ,word,hindi,C,3
अगर ,word,hindi,C,3
आयकर ,word,hindi,C,3
समक्ष ,word,hindi,C,3
सरल ,word,hindi,C,3
परम ,word,hindi,C,3
बहस ,word,hindi,C,3
गायक ,word,hindi,C,3
अनेक ,word,hindi,C,3
बलिदान ,word,hindi,C,3
धूमधाम ,word,hindi,C,3
ग्राहक ,word,hindi,C,3
निराकरण ,word,hindi,C,3
बर्बादी ,word,hindi,C,3
प्रेरणा ,word,hindi,C,3
चालान ,word,hindi,C,3
खोकर ,word,hindi,C,3
तहसील ,word,hindi,C,3
नजारा ,word,hindi,C,3
वापस ,word,hindi,C,3
आर्थिक ,word,hindi,C,3
प्रहार ,word,hindi,C,3
दोबारा ,word,hindi,C,3
अपहृत ,word,hindi,C,3
मशीन ,word,hindi,C,3
पहले ,word,hindi,C,3
आवारा ,word,hindi,C,3
हिरासत ,word,hindi,C,3
ऊंचाई ,word,hindi,C,3
महीना ,word,hindi,C,3
शरारती ,word,hindi,C,3
रणनीति ,word,hindi,C,3
मजबूती ,word,hindi,C,3
कपूर ,word,hindi,C,3
निगम ,word,hindi,C,3
विवादित ,word,hindi,C,3
किनारे ,word,hindi,C,3
छापेमारी ,word,hindi,C,3
हंगामा ,word,hindi,C,3
कराया ,word,hindi,C,3
तीसरा ,word,hindi,C,3
सहायता ,word,hindi,C,3
गवाही ,word,hindi,C,3
साजिश ,word,hindi,C,3
अपनी ,word,hindi,C,3
अभाव ,word,hindi,C,3
बन्धक ,word,hindi,C,3
असभ्य ,word,hindi,C,3
अक्ल ,word,hindi,C,3
आलस्य ,word,hindi,C,3
मस्तक ,word,hindi,C,3
दण्ड ,word,hindi,C,3
भस्म ,word,hindi,C,3
खच्चर ,word,hindi,C,3
वयस्क ,word,hindi,C,3
अन्तर ,word,hindi,C,3
कत्थक ,word,hindi,C,3
स्तन ,word,hindi,C,3
असत्य ,word,hindi,C,3
अन्त ,word,hindi,C,3
हस्त ,word,hindi,C,3
लक्कड़ ,word,hindi,C,3
दस्तखत ,word,hindi,C,3
नब्ज ,word,hindi,C,3
मगरमच्छ ,word,hindi,C,3
पस्त ,word,hindi,C,3
छप्पन ,word,hindi,C,3
अपशब्द ,word,hindi,C,3
धन्य ,word,hindi,C,3
भक्तजन ,word,hindi,C,3
सभ्य ,word,hindi,C,3
समयबद्ध ,word,hindi,C,3
वचनबद्ध ,word,hindi,C,3
नतमस्तक ,word,hindi,C,3
वल्लभ ,word,hindi,C,3
अल्प ,word,hindi,C,3
बन्द ,word,hindi,C,3
उच्चतम ,word,hindi,C,3
इज्जत ,word,hindi,C,3
मस्त ,word,hindi,C,3
अखवर,non_word,hindi,C,4
अटवर,non_word,hindi,C,4
अपव,non_word,hindi,C,4
अमरल,non_word,hindi,C,4
अवगतन,non_word,hindi,C,4
अशल,non_word,hindi,C,4
आघमन,non_word,hindi,C,4
आदस,non_word,hindi,C,4
आरकण,non_word,hindi,C,4
आरक्ष,non_word,hindi,C,4
इधम,non_word,hindi,C,4
उगर,non_word,hindi,C,4
उठखर,non_word,hindi,C,4
उठर,non_word,hindi,C,4
उतरक,non_word,hindi,C,4
उनड़,non_word,hindi,C,4
उपक,non_word,hindi,C,4
उपहल,non_word,hindi,C,4
उमठ,non_word,hindi,C,4
कदरल,non_word,hindi,C,4
कमम,non_word,hindi,C,4
कसण,non_word,hindi,C,4
कसरन,non_word,hindi,C,4
खबरल,non_word,hindi,C,4
खबल,non_word,hindi,C,4
गगनल,non_word,hindi,C,4
गहण,non_word,hindi,C,4
घटन,non_word,hindi,C,4
घलक,non_word,hindi,C,4
चमकल,non_word,hindi,C,4
अंदेरे,non_word,hindi,C,4
अमिल,non_word,hindi,C,4
अवाव,non_word,hindi,C,4
अवैल,non_word,hindi,C,4
आदमि,non_word,hindi,C,4
आदमे,non_word,hindi,C,4
आपणी,non_word,hindi,C,4
आरकल,non_word,hindi,C,4
आर्थीक,non_word,hindi,C,4
आवार,non_word,hindi,C,4
इंसाण,non_word,hindi,C,4
उपमंदल,non_word,hindi,C,4
करोण,non_word,hindi,C,4
कारिल्य,non_word,hindi,C,4
कुपूर,non_word,hindi,C,4
खबकी,non_word,hindi,C,4
खलाफ,non_word,hindi,C,4
खोकरा,non_word,hindi,C,4
गरबी,non_word,hindi,C,4
गायोक,non_word,hindi,C,4
चदार,non_word,hindi,C,4
चहला,non_word,hindi,C,4
चातर,non_word,hindi,C,4
तालब,non_word,hindi,C,4
अक्क्षण,non_word,hindi,C,4
अक्शर,non_word,hindi,C,4
अच्ल,non_word,hindi,C,4
अध्यक्षर,non_word,hindi,C,4
अन्कय,non_word,hindi,C,4
अन्क्षण,non_word,hindi,C,4
अन्टय,non_word,hindi,C,4
अन्द,non_word,hindi,C,4
अरम्भ,non_word,hindi,C,4
अल्क्षण,non_word,hindi,C,4
अल्य,non_word,hindi,C,4
अस्षर,non_word,hindi,C,4
आत्मल,non_word,hindi,C,4
आवश्क,non_word,hindi,C,4
आश्व्स,non_word,hindi,C,4
इश्क्क,non_word,hindi,C,4
उच्छ,non_word,hindi,C,4
उज्झवल,non_word,hindi,C,4
उत्थर,non_word,hindi,C,4
उत्‍पन,non_word,hindi,C,4
उपलब्द,non_word,hindi,C,4
एकल्व,non_word,hindi,C,4
कक्कद,non_word,hindi,C,4
कच्छर,non_word,hindi,C,4
कण्ड,non_word,hindi,C,4
कब्म,non_word,hindi,C,4
क्मल,non_word,hindi,C,4
क्यल,non_word,hindi,C,4
क्लल,non_word,hindi,C,4
खच्छर,non_word,hindi,C,4
ख्पर,non_word,hindi,C,4
चन्‍ध,non_word,hindi,C,4
च्वल,non_word,hindi,C,4
जण्म,non_word,hindi,C,4
महागर,non_word,hindi,C,4
महीज,non_word,hindi,C,4
मानदया,non_word,hindi,C,4
माहिना,non_word,hindi,C,4
मिटन,non_word,hindi,C,4
मौझद,non_word,hindi,C,4
मौदूद,non_word,hindi,C,4
रणनीथी,non_word,hindi,C,4
लचीक,non_word,hindi,C,4
लिखट,non_word,hindi,C,4
वसुन,non_word,hindi,C,4
वारषिक,non_word,hindi,C,4
विकक्ष,non_word,hindi,C,4
विचाह,non_word,hindi,C,4
शकीर,non_word,hindi,C,4
शरही,non_word,hindi,C,4
शहीर,non_word,hindi,C,4
शासान,non_word,hindi,C,4
शिवार,non_word,hindi,C,4
शीटल,non_word,hindi,C,4
सबूल,non_word,hindi,C,4
समदाय,non_word,hindi,C,4
समूर,non_word,hindi,C,4
सरीव,non_word,hindi,C,4
सहायटा,non_word,hindi,C,4
साजाश,non_word,hindi,C,4
हरकरी,non_word,hindi,C,4
हवायि,non_word,hindi,C,4
हिरास,non_word,hindi,C,4
भरकन,non_word,hindi,C,4
मकलब,non_word,hindi,C,4
मकसल,non_word,hindi,C,4
मतलम,non_word,hindi,C,4
महकल,non_word,hindi,C,4
रहक,non_word,hindi,C,4
रहनर,non_word,hindi,C,4
रहल,non_word,hindi,C,4
लक्षल,non_word,hindi,C,4
लटकल,non_word,hindi,C,4
लदपत,non_word,hindi,C,4
वजनल,non_word,hindi,C,4
सगहन,non_word,hindi,C,4
सघल,non_word,hindi,C,4
सजक,non_word,hindi,C,4
सजद,non_word,hindi,C,4
सजर,non_word,hindi,C,4
सडन,non_word,hindi,C,4
सतयक,non_word,hindi,C,4
सफरल,non_word,hindi,C,4
सफलन,non_word,hindi,C,4
सरख,non_word,hindi,C,4
सरमत,non_word,hindi,C,4
सरलन,non_word,hindi,C,4
सरहर,non_word,hindi,C,4
सहट,non_word,hindi,C,4
हटकन,non_word,hindi,C,4
हड़कर,non_word,hindi,C,4
हरकतन,non_word,hindi,C,4
हरकल,non_word,hindi,C,4
हवण,non_word,hindi,C,4
मक्कन,non_word,hindi,C,4
मस्कत,non_word,hindi,C,4
रक्‍ठ,non_word,hindi,C,4
रत्क,non_word,hindi,C,4
रहस्स्य,non_word,hindi,C,4
लक्टण,non_word,hindi,C,4
लक्श्य,non_word,hindi,C,4
लक्ष्म,non_word,hindi,C,4
व्यक्तन,non_word,hindi,C,4
शब्ध,non_word,hindi,C,4
श्क्कर,non_word,hindi,C,4
सज्जण,non_word,hindi,C,4
सभ्यन,non_word,hindi,C,4
समस्थक,non_word,hindi,C,4
सम्भक,non_word,hindi,C,4
सम्भर,non_word,hindi,C,4
सम्भलर,non_word,hindi,C,4
स्‍टन,non_word,hindi,C,4
स्तार,non_word,hindi,C,4
स्थन,non_word,hindi,C,4
स्पट,non_word,hindi,C,4
स्पस्ट,non_word,hindi,C,4
स्मरन,non_word,hindi,C,4
स्वच्च,non_word,hindi,C,4
स्वत,non_word,hindi,C,4
स्वस्ठ,non_word,hindi,C,4
स्वस्त,non_word,hindi,C,4
स्वार,non_word,hindi,C,4
चेयन,non_word,hindi,C,4
जगद,non_word,hindi,C,4
तलक,non_word,hindi,C,4
तलबल,non_word,hindi,C,4
दमकलन,non_word,hindi,C,4
दमल,non_word,hindi,C,4
दरशल,non_word,hindi,C,4
दहकत,non_word,hindi,C,4
दहभत,non_word,hindi,C,4
नकड,non_word,hindi,C,4
नकदत,non_word,hindi,C,4
नगड़,non_word,hindi,C,4
नफदत,non_word,hindi,C,4
नमकल,non_word,hindi,C,4
नमल,non_word,hindi,C,4
नयनत,non_word,hindi,C,4
नवन,non_word,hindi,C,4
नहन,non_word,hindi,C,4
पडक,non_word,hindi,C,4
पदकम,non_word,hindi,C,4
पनक,non_word,hindi,C,4
परमव,non_word,hindi,C,4
पलकल,non_word,hindi,C,4
पलन,non_word,hindi,C,4
पलम,non_word,hindi,C,4
पहक,non_word,hindi,C,4
पहत,non_word,hindi,C,4
बचतल,non_word,hindi,C,4
बचपल,non_word,hindi,C,4
बजल,non_word,hindi,C,4
बदडर,non_word,hindi,C,4
बनक,non_word,hindi,C,4
बहपर,non_word,hindi,C,4
भगतम,non_word,hindi,C,4
भगदन,non_word,hindi,C,4
भजल,non_word,hindi,C,4
भड़कन,non_word,hindi,C,4
भरक,non_word,hindi,C,4
तैया,non_word,hindi,C,4
दोस,non_word,hindi,C,4
धेज,non_word,hindi,C,4
नजरा,non_word,hindi,C,4
नशीरा,non_word,hindi,C,4
नसीत,non_word,hindi,C,4
नायकु,non_word,hindi,C,4
नायरी,non_word,hindi,C,4
निशाम,non_word,hindi,C,4
नेतल,non_word,hindi,C,4
पंर्वती,non_word,hindi,C,4
परवा,non_word,hindi,C,4
परिजिन,non_word,hindi,C,4
पहलै,non_word,hindi,C,4
पूर्ष,non_word,hindi,C,4
प्रमुश,non_word,hindi,C,4
प्रेरय,non_word,hindi,C,4
बकापन,non_word,hindi,C,4
बजदूर,non_word,hindi,C,4
बर्बाधी,non_word,hindi,C,4
बादगी,non_word,hindi,C,4
बाहीर,non_word,hindi,C,4
बिकर,non_word,hindi,C,4
भतीक,non_word,hindi,C,4
भेकता,non_word,hindi,C,4
मंजल,non_word,hindi,C,4
मधुपब,non_word,hindi,C,4
जस्त,non_word,hindi,C,4
झख्म,non_word,hindi,C,4
टक्कन,non_word,hindi,C,4
ठक्‍त,non_word,hindi,C,4
ठप्पर,non_word,hindi,C,4
ढक्कल,non_word,hindi,C,4
तत्य,non_word,hindi,C,4
तव्त,non_word,hindi,C,4
त्कल,non_word,hindi,C,4
थप्पल,non_word,hindi,C,4
दण्ट,non_word,hindi,C,4
दन्ष,non_word,hindi,C,4
दम्कर,non_word,hindi,C,4
दस्क,non_word,hindi,C,4
दस्‍ठ,non_word,hindi,C,4
दस्तकठ,non_word,hindi,C,4
दस्तकन,non_word,hindi,C,4
ध्वझ,non_word,hindi,C,4
ध्वश्त,non_word,hindi,C,4
नष्टा,non_word,hindi,C,4
नष्ठ,non_word,hindi,C,4
पत्क,non_word,hindi,C,4
प्ठन,non_word,hindi,C,4
फ्वल,non_word,hindi,C,4
बन्दहक,non_word,hindi,C,4
ब्वल,non_word,hindi,C,4
भक्क,non_word,hindi,C,4
